agno,region,provincia,comuna,lenguaje,matematicas
2006,biobío,biobío,los ángeles,253.0,246.0
2006,biobío,concepción,lota,245.0,242.0
2006,la araucanía,malleco,lumaco,227.0,215.0
2006,libertador general bernardo o'higgins,cachapoal,machalí,253.0,248.0
2006,metropolitana,santiago,macul,258.0,257.0
2006,metropolitana,santiago,maipú,257.0,257.0
2006,libertador general bernardo o'higgins,cachapoal,malloa,238.0,220.0
2006,libertador general bernardo o'higgins,cardenal caro,marchihue,247.0,251.0
2006,los lagos,valdivia,mariquina,253.0,231.0
2006,antofagasta,tocopilla,maría elena,232.0,227.0
2006,metropolitana,melipilla,maría pinto,246.0,233.0
2006,maule,talca,maule,243.0,230.0
2006,los lagos,llanquihue,maullín,246.0,240.0
2006,antofagasta,antofagasta,mejillones,238.0,225.0
2006,la araucanía,cautín,melipeuco,249.0,235.0
2006,metropolitana,melipilla,melipilla,250.0,240.0
2006,maule,curicó,molina,251.0,244.0
2006,coquimbo,limarí,monte patria,254.0,237.0
2006,libertador general bernardo o'higgins,cachapoal,mostazal,241.0,229.0
2006,biobío,biobío,mulchén,241.0,226.0
2006,los lagos,valdivia,máfil,236.0,220.0
2006,biobío,biobío,nacimiento,265.0,261.0
2006,libertador general bernardo o'higgins,colchagua,nancagua,254.0,254.0
2006,magallanes y de la antártica chilena,última esperanza,natales,254.0,250.0
2006,libertador general bernardo o'higgins,cardenal caro,navidad,248.0,235.0
2006,biobío,biobío,negrete,239.0,217.0
2006,biobío,ñuble,ninhue,249.0,237.0
2006,valparaiso,quillota,nogales,233.0,223.0
2006,la araucanía,cautín,nueva imperial,245.0,226.0
2006,aysén del general carlos ibáñez del campo,capitán prat,o'higgins,211.0,179.0
2006,libertador general bernardo o'higgins,cachapoal,olivar,241.0,236.0
2006,antofagasta,el loa,ollagüe,206.0,179.0
2006,valparaiso,quillota,olmué,243.0,227.0
2006,los lagos,osorno,osorno,263.0,255.0
2006,coquimbo,limarí,ovalle,254.0,246.0
2006,metropolitana,talagante,padre hurtado,251.0,243.0
2006,la araucanía,cautín,padre las casas,243.0,228.0
2006,coquimbo,elqui,paihuano,246.0,240.0
2006,los lagos,valdivia,paillaco,246.0,232.0
2006,metropolitana,maipo,paine,254.0,247.0
2006,los lagos,palena,palena,224.0,219.0
2006,libertador general bernardo o'higgins,colchagua,palmilla,244.0,226.0
2006,los lagos,valdivia,panguipulli,245.0,225.0
2006,valparaiso,san felipe,panquehue,271.0,258.0
2006,valparaiso,petorca,papudo,236.0,218.0
2006,libertador general bernardo o'higgins,cardenal caro,paredones,253.0,243.0
2006,maule,linares,parral,257.0,250.0
2006,metropolitana,santiago,pedro aguirre cerda,248.0,243.0
2006,maule,talca,pelarco,251.0,235.0
2006,maule,cauquenes,pelluhue,244.0,240.0
2006,biobío,ñuble,pemuco,234.0,224.0
2006,maule,talca,pencahue,252.0,239.0
2006,biobío,concepción,penco,255.0,248.0
2006,libertador general bernardo o'higgins,colchagua,peralillo,260.0,241.0
2006,la araucanía,cautín,perquenco,249.0,233.0
2006,valparaiso,petorca,petorca,242.0,234.0
2006,libertador general bernardo o'higgins,cachapoal,peumo,253.0,245.0
2006,metropolitana,talagante,peñaflor,249.0,244.0
2006,metropolitana,santiago,peñalolén,248.0,246.0
2006,tarapacá,iquique,pica,226.0,224.0
2006,libertador general bernardo o'higgins,cachapoal,pichidegua,238.0,230.0
2006,libertador general bernardo o'higgins,cardenal caro,pichilemu,246.0,237.0
2006,biobío,ñuble,pinto,253.0,229.0
2006,metropolitana,cordillera,pirque,254.0,244.0
2006,la araucanía,cautín,pitrufquén,255.0,246.0
2006,libertador general bernardo o'higgins,colchagua,placilla,245.0,237.0
2006,biobío,ñuble,portezuelo,243.0,224.0
2006,magallanes y de la antártica chilena,tierra del fuego,porvenir,252.0,240.0
2006,tarapacá,iquique,pozo almonte,226.0,209.0
2006,magallanes y de la antártica chilena,tierra del fuego,primavera,256.0,259.0
2006,metropolitana,santiago,providencia,292.0,292.0
2006,valparaiso,valparaíso,puchuncaví,254.0,246.0
2006,la araucanía,cautín,pucón,259.0,250.0
2006,metropolitana,santiago,pudahuel,246.0,243.0
2006,metropolitana,cordillera,puente alto,252.0,250.0
2006,los lagos,llanquihue,puerto montt,255.0,249.0
2006,los lagos,osorno,puerto octay,245.0,229.0
2006,los lagos,llanquihue,puerto varas,258.0,249.0
2006,libertador general bernardo o'higgins,colchagua,pumanque,268.0,255.0
2006,coquimbo,limarí,punitaqui,239.0,222.0
2006,magallanes y de la antártica chilena,magallanes,punta arenas,253.0,253.0
2006,los lagos,chiloé,puqueldón,268.0,252.0
2006,los lagos,osorno,purranque,256.0,245.0
2006,la araucanía,malleco,purén,246.0,230.0
2006,valparaiso,san felipe,putaendo,247.0,236.0
2006,tarapacá,parinacota,putre,245.0,221.0
2006,los lagos,osorno,puyehue,250.0,233.0
2006,los lagos,chiloé,queilén,256.0,241.0
2006,los lagos,chiloé,quellón,236.0,222.0
2006,los lagos,chiloé,quemchi,259.0,237.0
2006,biobío,biobío,quilaco,257.0,239.0
2006,metropolitana,santiago,quilicura,257.0,255.0
2006,biobío,biobío,quilleco,253.0,234.0
2006,valparaiso,quillota,quillota,256.0,253.0
2006,biobío,ñuble,quillón,248.0,243.0
2006,valparaiso,valparaíso,quilpué,257.0,253.0
2006,los lagos,chiloé,quinchao,258.0,248.0
2006,libertador general bernardo o'higgins,cachapoal,quinta de tilcoco,251.0,251.0
2006,metropolitana,santiago,quinta normal,248.0,245.0
2006,valparaiso,valparaíso,quintero,248.0,241.0
2006,biobío,ñuble,quirihue,245.0,236.0
2006,libertador general bernardo o'higgins,cachapoal,rancagua,256.0,250.0
2006,maule,curicó,rauco,238.0,224.0
2006,metropolitana,santiago,recoleta,250.0,245.0
2006,la araucanía,malleco,renaico,261.0,248.0
2006,metropolitana,santiago,renca,243.0,242.0
2006,libertador general bernardo o'higgins,cachapoal,rengo,255.0,249.0
2006,libertador general bernardo o'higgins,cachapoal,requínoa,258.0,249.0
2006,maule,linares,retiro,252.0,238.0
2006,valparaiso,los andes,rinconada,248.0,244.0
2006,maule,curicó,romeral,257.0,246.0
2006,biobío,ñuble,ránquil,243.0,229.0
2006,los lagos,valdivia,río bueno,254.0,239.0
2006,maule,talca,río claro,240.0,230.0
2006,coquimbo,limarí,río hurtado,247.0,237.0
2006,aysén del general carlos ibáñez del campo,general carrera,río ibáñez,266.0,260.0
2006,los lagos,osorno,río negro,257.0,238.0
2006,magallanes y de la antártica chilena,magallanes,río verde,257.0,254.0
2006,la araucanía,cautín,saavedra,212.0,186.0
2006,maule,curicó,sagrada familia,252.0,242.0
2006,coquimbo,choapa,salamanca,256.0,236.0
2006,valparaiso,san antonio,san antonio,255.0,243.0
2006,metropolitana,maipo,san bernardo,239.0,236.0
2006,biobío,ñuble,san carlos,254.0,246.0
2006,maule,talca,san clemente,246.0,237.0
2006,valparaiso,los andes,san esteban,238.0,229.0
2006,biobío,ñuble,san fabián,248.0,236.0
2006,valparaiso,san felipe,san felipe,255.0,247.0
2006,libertador general bernardo o'higgins,colchagua,san fernando,261.0,254.0
2006,magallanes y de la antártica chilena,magallanes,san gregorio,274.0,263.0
2006,biobío,ñuble,san ignacio,241.0,222.0
2006,maule,linares,san javier,251.0,245.0
2006,metropolitana,santiago,san joaquín,248.0,241.0
2006,metropolitana,cordillera,san josé de maipo,239.0,231.0
2006,los lagos,osorno,san juan de la costa,233.0,208.0
2006,metropolitana,santiago,san miguel,267.0,264.0
2006,biobío,ñuble,san nicolás,249.0,241.0
2006,los lagos,osorno,san pablo,250.0,234.0
2006,metropolitana,melipilla,san pedro,229.0,217.0
2006,antofagasta,el loa,san pedro de atacama,247.0,238.0
2006,biobío,concepción,san pedro de la paz,250.0,244.0
2006,maule,talca,san rafael,244.0,231.0
2006,metropolitana,santiago,san ramón,249.0,252.0
2006,biobío,biobío,san rosendo,237.0,226.0
2006,libertador general bernardo o'higgins,cachapoal,san vicente,258.0,247.0
2006,biobío,biobío,santa bárbara,252.0,228.0
2006,libertador general bernardo o'higgins,colchagua,santa cruz,269.0,259.0
2006,biobío,concepción,santa juana,252.0,241.0
2006,valparaiso,san felipe,santa maría,221.0,212.0
2006,metropolitana,santiago,santiago,270.0,269.0
2006,valparaiso,san antonio,santo domingo,259.0,247.0
2006,antofagasta,antofagasta,sierra gorda,232.0,235.0
2006,metropolitana,talagante,talagante,261.0,257.0
2006,maule,talca,talca,253.0,248.0
2006,biobío,concepción,talcahuano,257.0,254.0
2006,antofagasta,antofagasta,taltal,231.0,217.0
2006,la araucanía,cautín,temuco,260.0,251.0
2006,maule,curicó,teno,255.0,252.0
2006,la araucanía,cautín,teodoro schmidt,236.0,212.0
2006,atacama,copiapó,tierra amarilla,227.0,219.0
2006,metropolitana,chacabuco,til til,241.0,228.0
2006,biobío,arauco,tirúa,241.0,235.0
2006,antofagasta,tocopilla,tocopilla,229.0,221.0
2006,la araucanía,cautín,toltén,253.0,245.0
2006,biobío,concepción,tomé,259.0,251.0
2006,magallanes y de la antártica chilena,última esperanza,torres del paine,275.0,305.0
2006,aysén del general carlos ibáñez del campo,capitán prat,tortel,281.0,257.0
2006,la araucanía,malleco,traiguén,257.0,247.0
2006,biobío,ñuble,treguaco,258.0,247.0
2006,biobío,biobío,tucapel,244.0,227.0
2006,los lagos,valdivia,valdivia,264.0,255.0
2006,atacama,huasco,vallenar,250.0,246.0
2006,valparaiso,valparaíso,valparaíso,247.0,243.0
2006,maule,curicó,vichuquén,245.0,236.0
2006,la araucanía,malleco,victoria,243.0,227.0
2006,coquimbo,elqui,vicuña,248.0,240.0
2006,la araucanía,cautín,vilcún,246.0,230.0
2006,maule,linares,villa alegre,243.0,234.0
2006,valparaiso,valparaíso,villa alemana,253.0,248.0
2006,la araucanía,cautín,villarrica,264.0,252.0
2006,metropolitana,santiago,vitacura,299.0,298.0
2006,valparaiso,valparaíso,viña del mar,257.0,254.0
2006,maule,linares,yerbas buenas,233.0,227.0
2006,biobío,biobío,yumbel,257.0,244.0
2006,biobío,ñuble,yungay,250.0,240.0
2006,valparaiso,petorca,zapallar,266.0,263.0
2006,biobío,ñuble,ñiquén,241.0,224.0
2006,metropolitana,santiago,ñuñoa,274.0,272.0
2007,aysén del general carlos ibáñez del campo,aysén,aysén,248.0,236.0
2007,valparaiso,san antonio,algarrobo,237.0,228.0
2007,metropolitana,melipilla,alhué,248.0,244.0
2007,biobío,biobío,alto biobío,207.0,174.0
2007,atacama,huasco,alto del carmen,252.0,251.0
2007,tarapacá,iquique,alto hospicio,237.0,232.0
2007,los lagos,chiloé,ancud,255.0,243.0
2007,coquimbo,elqui,andacollo,241.0,227.0
2007,la araucanía,malleco,angol,256.0,245.0
2007,antofagasta,antofagasta,antofagasta,249.0,240.0
2007,biobío,biobío,antuco,259.0,245.0
2007,biobío,arauco,arauco,249.0,238.0
2007,tarapacá,arica,arica,251.0,247.0
2007,metropolitana,maipo,buin,251.0,243.0
2007,biobío,ñuble,bulnes,251.0,242.0
2007,valparaiso,petorca,cabildo,246.0,234.0
2007,biobío,biobío,cabrero,244.0,239.0
2007,antofagasta,el loa,calama,254.0,248.0
2007,los lagos,llanquihue,calbuco,247.0,237.0
2007,atacama,copiapó,caldera,233.0,223.0
2007,valparaiso,quillota,calera,253.0,245.0
2007,metropolitana,maipo,calera de tango,263.0,260.0
2007,valparaiso,los andes,calle larga,237.0,218.0
2007,tarapacá,iquique,camiña,243.0,235.0
2007,coquimbo,choapa,canela,254.0,240.0
2007,la araucanía,cautín,carahue,240.0,220.0
2007,valparaiso,san antonio,cartagena,246.0,236.0
2007,valparaiso,valparaíso,casablanca,242.0,236.0
2007,los lagos,chiloé,castro,264.0,254.0
2007,valparaiso,san felipe,catemu,231.0,214.0
2007,maule,cauquenes,cauquenes,249.0,235.0
2007,biobío,arauco,cañete,249.0,237.0
2007,metropolitana,santiago,cerrillos,247.0,240.0
2007,metropolitana,santiago,cerro navia,237.0,229.0
2007,los lagos,palena,chaitén,253.0,234.0
2007,maule,cauquenes,chanco,248.0,231.0
2007,atacama,chañaral,chañaral,244.0,237.0
2007,biobío,concepción,chiguayante,256.0,250.0
2007,aysén del general carlos ibáñez del campo,general carrera,chile chico,252.0,249.0
2007,biobío,ñuble,chillán,262.0,253.0
2007,biobío,ñuble,chillán viejo,247.0,237.0
2007,libertador general bernardo o'higgins,colchagua,chimbarongo,254.0,240.0
2007,la araucanía,cautín,cholchol,228.0,206.0
2007,los lagos,chiloé,chonchi,243.0,226.0
2007,libertador general bernardo o'higgins,colchagua,chépica,249.0,248.0
2007,aysén del general carlos ibáñez del campo,aysén,cisnes,254.0,244.0
2007,biobío,ñuble,cobquecura,256.0,241.0
2007,los lagos,llanquihue,cochamó,244.0,224.0
2007,aysén del general carlos ibáñez del campo,capitán prat,cochrane,248.0,219.0
2007,libertador general bernardo o'higgins,cachapoal,codegua,223.0,212.0
2007,biobío,ñuble,coelemu,258.0,247.0
2007,aysén del general carlos ibáñez del campo,coyhaique,coyhaique,255.0,251.0
2007,biobío,ñuble,coihueco,242.0,227.0
2007,libertador general bernardo o'higgins,cachapoal,coinco,251.0,239.0
2007,maule,linares,colbún,253.0,240.0
2007,tarapacá,iquique,colchane,199.0,199.0
2007,metropolitana,chacabuco,colina,256.0,252.0
2007,la araucanía,malleco,collipulli,254.0,240.0
2007,libertador general bernardo o'higgins,cachapoal,coltauco,241.0,236.0
2007,coquimbo,limarí,combarbalá,262.0,239.0
2007,biobío,concepción,concepción,269.0,264.0
2007,metropolitana,santiago,conchalí,248.0,240.0
2007,valparaiso,valparaíso,concón,262.0,259.0
2007,maule,talca,constitución,261.0,253.0
2007,biobío,arauco,contulmo,231.0,214.0
2007,atacama,copiapó,copiapó,249.0,240.0
2007,coquimbo,elqui,coquimbo,253.0,243.0
2007,biobío,concepción,coronel,252.0,243.0
2007,los lagos,valdivia,corral,246.0,224.0
2007,la araucanía,cautín,cunco,250.0,230.0
2007,la araucanía,malleco,curacautín,242.0,218.0
2007,metropolitana,melipilla,curacaví,255.0,246.0
2007,los lagos,chiloé,curaco de vélez,269.0,252.0
2007,biobío,arauco,curanilahue,252.0,248.0
2007,la araucanía,cautín,curarrehue,238.0,220.0
2007,maule,talca,curepto,254.0,243.0
2007,maule,curicó,curicó,258.0,251.0
2007,los lagos,chiloé,dalcahue,263.0,250.0
2007,atacama,chañaral,diego de almagro,254.0,249.0
2007,libertador general bernardo o'higgins,cachapoal,doñihue,250.0,241.0
2007,metropolitana,santiago,el bosque,245.0,238.0
2007,biobío,ñuble,el carmen,252.0,234.0
2007,metropolitana,talagante,el monte,238.0,221.0
2007,valparaiso,san antonio,el quisco,255.0,238.0
2007,valparaiso,san antonio,el tabo,248.0,231.0
2007,maule,talca,empedrado,255.0,257.0
2007,la araucanía,malleco,ercilla,229.0,206.0
2007,metropolitana,santiago,estación central,256.0,249.0
2007,biobío,concepción,florida,242.0,228.0
2007,la araucanía,cautín,freire,244.0,222.0
2007,atacama,huasco,freirina,255.0,235.0
2007,los lagos,llanquihue,fresia,243.0,233.0
2007,los lagos,llanquihue,frutillar,251.0,232.0
2007,los lagos,palena,futaleufú,264.0,248.0
2007,los lagos,valdivia,futrono,251.0,229.0
2007,la araucanía,cautín,galvarino,229.0,208.0
2007,tarapacá,parinacota,general lagos,211.0,193.0
2007,la araucanía,cautín,gorbea,249.0,239.0
2007,libertador general bernardo o'higgins,cachapoal,graneros,241.0,234.0
2007,aysén del general carlos ibáñez del campo,aysén,guaitecas,263.0,243.0
2007,valparaiso,quillota,hijuelas,242.0,238.0
2007,los lagos,palena,hualaihué,243.0,224.0
2007,maule,curicó,hualañé,266.0,262.0
2007,biobío,concepción,hualpén,255.0,248.0
2007,biobío,concepción,hualqui,237.0,233.0
2007,tarapacá,iquique,huara,211.0,200.0
2007,atacama,huasco,huasco,241.0,231.0
2007,metropolitana,santiago,huechuraba,246.0,239.0
2007,coquimbo,choapa,illapel,264.0,245.0
2007,metropolitana,santiago,independencia,261.0,253.0
2007,tarapacá,iquique,iquique,255.0,249.0
2007,metropolitana,talagante,isla de maipo,238.0,234.0
2007,valparaiso,isla de pascua,isla de pascua,246.0,229.0
2007,valparaiso,valparaíso,juan fernández,265.0,225.0
2007,metropolitana,santiago,la cisterna,260.0,254.0
2007,valparaiso,quillota,la cruz,251.0,240.0
2007,libertador general bernardo o'higgins,cardenal caro,la estrella,273.0,255.0
2007,metropolitana,santiago,la florida,258.0,252.0
2007,metropolitana,santiago,la granja,250.0,244.0
2007,coquimbo,elqui,la higuera,247.0,242.0
2007,valparaiso,petorca,la ligua,252.0,238.0
2007,metropolitana,santiago,la pintana,236.0,228.0
2007,metropolitana,santiago,la reina,279.0,277.0
2007,coquimbo,elqui,la serena,264.0,255.0
2007,los lagos,valdivia,la unión,262.0,243.0
2007,los lagos,valdivia,lago ranco,254.0,243.0
2007,aysén del general carlos ibáñez del campo,coyhaique,lago verde,267.0,252.0
2007,biobío,biobío,laja,262.0,252.0
2007,metropolitana,chacabuco,lampa,241.0,232.0
2007,los lagos,valdivia,lanco,243.0,224.0
2007,libertador general bernardo o'higgins,cachapoal,las cabras,249.0,238.0
2007,metropolitana,santiago,las condes,295.0,292.0
2007,la araucanía,cautín,lautaro,247.0,226.0
2007,biobío,arauco,lebu,254.0,242.0
2007,maule,curicó,licantén,271.0,264.0
2007,valparaiso,quillota,limache,253.0,245.0
2007,maule,linares,linares,263.0,257.0
2007,libertador general bernardo o'higgins,cardenal caro,litueche,241.0,230.0
2007,valparaiso,san felipe,llaillay,253.0,242.0
2007,los lagos,llanquihue,llanquihue,257.0,244.0
2007,metropolitana,santiago,lo barnechea,280.0,279.0
2007,metropolitana,santiago,lo espejo,242.0,234.0
2007,metropolitana,santiago,lo prado,244.0,239.0
2007,libertador general bernardo o'higgins,colchagua,lolol,253.0,249.0
2007,la araucanía,cautín,loncoche,247.0,225.0
2007,maule,linares,longaví,253.0,237.0
2007,la araucanía,malleco,lonquimay,245.0,227.0
2007,valparaiso,los andes,los andes,255.0,244.0
2007,los lagos,valdivia,los lagos,250.0,234.0
2007,los lagos,llanquihue,los muermos,249.0,233.0
2007,la araucanía,malleco,los sauces,252.0,234.0
2007,coquimbo,choapa,los vilos,244.0,235.0
2007,biobío,arauco,los álamos,246.0,230.0
2007,biobío,biobío,los ángeles,254.0,243.0
2007,biobío,concepción,lota,243.0,233.0
2007,la araucanía,malleco,lumaco,240.0,226.0
2007,libertador general bernardo o'higgins,cachapoal,machalí,261.0,256.0
2007,metropolitana,santiago,macul,262.0,255.0
2007,metropolitana,santiago,maipú,259.0,254.0
2007,libertador general bernardo o'higgins,cachapoal,malloa,240.0,218.0
2007,libertador general bernardo o'higgins,cardenal caro,marchihue,266.0,265.0
2007,los lagos,valdivia,mariquina,245.0,229.0
2007,antofagasta,tocopilla,maría elena,241.0,224.0
2007,metropolitana,melipilla,maría pinto,244.0,221.0
2007,maule,talca,maule,239.0,223.0
2007,los lagos,llanquihue,maullín,257.0,239.0
2007,antofagasta,antofagasta,mejillones,241.0,228.0
2007,la araucanía,cautín,melipeuco,233.0,208.0
2007,metropolitana,melipilla,melipilla,248.0,236.0
2007,maule,curicó,molina,247.0,234.0
2007,coquimbo,limarí,monte patria,255.0,239.0
2007,libertador general bernardo o'higgins,cachapoal,mostazal,241.0,224.0
2007,biobío,biobío,mulchén,239.0,223.0
2007,los lagos,valdivia,máfil,230.0,214.0
2007,biobío,biobío,nacimiento,258.0,259.0
2007,libertador general bernardo o'higgins,colchagua,nancagua,247.0,235.0
2007,magallanes y de la antártica chilena,última esperanza,natales,253.0,244.0
2007,libertador general bernardo o'higgins,cardenal caro,navidad,262.0,248.0
2007,biobío,biobío,negrete,245.0,238.0
2007,biobío,ñuble,ninhue,239.0,232.0
2007,valparaiso,quillota,nogales,229.0,216.0
2007,la araucanía,cautín,nueva imperial,251.0,232.0
2007,libertador general bernardo o'higgins,cachapoal,olivar,247.0,240.0
2007,valparaiso,quillota,olmué,239.0,226.0
2007,los lagos,osorno,osorno,263.0,252.0
2007,coquimbo,limarí,ovalle,255.0,243.0
2007,metropolitana,talagante,padre hurtado,253.0,244.0
2007,la araucanía,cautín,padre las casas,246.0,229.0
2007,coquimbo,elqui,paihuano,240.0,231.0
2007,los lagos,valdivia,paillaco,241.0,225.0
2007,metropolitana,maipo,paine,251.0,242.0
2007,los lagos,palena,palena,253.0,239.0
2007,libertador general bernardo o'higgins,colchagua,palmilla,243.0,232.0
2007,los lagos,valdivia,panguipulli,246.0,228.0
2007,valparaiso,san felipe,panquehue,265.0,260.0
2007,valparaiso,petorca,papudo,252.0,232.0
2007,libertador general bernardo o'higgins,cardenal caro,paredones,253.0,248.0
2007,maule,linares,parral,261.0,250.0
2007,metropolitana,santiago,pedro aguirre cerda,249.0,239.0
2007,maule,talca,pelarco,239.0,227.0
2007,maule,cauquenes,pelluhue,249.0,228.0
2007,biobío,ñuble,pemuco,234.0,219.0
2007,maule,talca,pencahue,244.0,225.0
2007,biobío,concepción,penco,253.0,243.0
2007,libertador general bernardo o'higgins,colchagua,peralillo,254.0,241.0
2007,la araucanía,cautín,perquenco,227.0,211.0
2007,valparaiso,petorca,petorca,260.0,234.0
2007,libertador general bernardo o'higgins,cachapoal,peumo,243.0,238.0
2007,metropolitana,talagante,peñaflor,250.0,242.0
2007,metropolitana,santiago,peñalolén,247.0,241.0
2007,tarapacá,iquique,pica,236.0,226.0
2007,libertador general bernardo o'higgins,cachapoal,pichidegua,251.0,244.0
2007,libertador general bernardo o'higgins,cardenal caro,pichilemu,258.0,247.0
2007,biobío,ñuble,pinto,237.0,215.0
2007,metropolitana,cordillera,pirque,245.0,231.0
2007,la araucanía,cautín,pitrufquén,248.0,234.0
2007,libertador general bernardo o'higgins,colchagua,placilla,261.0,241.0
2007,biobío,ñuble,portezuelo,240.0,223.0
2007,magallanes y de la antártica chilena,tierra del fuego,porvenir,255.0,236.0
2007,tarapacá,iquique,pozo almonte,232.0,221.0
2007,magallanes y de la antártica chilena,tierra del fuego,primavera,267.0,286.0
2007,metropolitana,santiago,providencia,297.0,295.0
2007,valparaiso,valparaíso,puchuncaví,238.0,228.0
2007,la araucanía,cautín,pucón,271.0,257.0
2007,metropolitana,santiago,pudahuel,248.0,241.0
2007,metropolitana,cordillera,puente alto,253.0,247.0
2007,los lagos,llanquihue,puerto montt,260.0,251.0
2007,los lagos,osorno,puerto octay,258.0,236.0
2007,los lagos,llanquihue,puerto varas,261.0,250.0
2007,libertador general bernardo o'higgins,colchagua,pumanque,277.0,274.0
2007,coquimbo,limarí,punitaqui,249.0,239.0
2007,magallanes y de la antártica chilena,magallanes,punta arenas,257.0,252.0
2007,los lagos,chiloé,puqueldón,254.0,243.0
2007,los lagos,osorno,purranque,255.0,241.0
2007,la araucanía,malleco,purén,247.0,225.0
2007,valparaiso,san felipe,putaendo,240.0,226.0
2007,tarapacá,parinacota,putre,207.0,204.0
2007,los lagos,osorno,puyehue,251.0,227.0
2007,los lagos,chiloé,queilén,266.0,261.0
2007,los lagos,chiloé,quellón,250.0,230.0
2007,los lagos,chiloé,quemchi,256.0,239.0
2007,biobío,biobío,quilaco,235.0,210.0
2007,metropolitana,santiago,quilicura,256.0,250.0
2007,biobío,biobío,quilleco,239.0,230.0
2007,valparaiso,quillota,quillota,257.0,251.0
2007,biobío,ñuble,quillón,256.0,239.0
2007,valparaiso,valparaíso,quilpué,258.0,251.0
2007,los lagos,chiloé,quinchao,255.0,242.0
2007,libertador general bernardo o'higgins,cachapoal,quinta de tilcoco,243.0,239.0
2007,metropolitana,santiago,quinta normal,253.0,247.0
2007,valparaiso,valparaíso,quintero,258.0,244.0
2007,biobío,ñuble,quirihue,252.0,236.0
2007,libertador general bernardo o'higgins,cachapoal,rancagua,253.0,243.0
2007,maule,curicó,rauco,254.0,232.0
2007,metropolitana,santiago,recoleta,252.0,245.0
2007,la araucanía,malleco,renaico,241.0,232.0
2007,metropolitana,santiago,renca,245.0,241.0
2007,libertador general bernardo o'higgins,cachapoal,rengo,245.0,238.0
2007,libertador general bernardo o'higgins,cachapoal,requínoa,259.0,246.0
2007,maule,linares,retiro,253.0,237.0
2007,valparaiso,los andes,rinconada,251.0,252.0
2007,maule,curicó,romeral,266.0,261.0
2007,biobío,ñuble,ránquil,245.0,227.0
2007,los lagos,valdivia,río bueno,250.0,233.0
2007,maule,talca,río claro,244.0,230.0
2007,coquimbo,limarí,río hurtado,257.0,239.0
2007,aysén del general carlos ibáñez del campo,general carrera,río ibáñez,252.0,226.0
2007,los lagos,osorno,río negro,253.0,237.0
2007,la araucanía,cautín,saavedra,231.0,205.0
2007,maule,curicó,sagrada familia,258.0,248.0
2007,coquimbo,choapa,salamanca,260.0,246.0
2007,valparaiso,san antonio,san antonio,253.0,243.0
2007,metropolitana,maipo,san bernardo,243.0,233.0
2007,biobío,ñuble,san carlos,255.0,245.0
2007,maule,talca,san clemente,244.0,233.0
2007,valparaiso,los andes,san esteban,253.0,236.0
2007,biobío,ñuble,san fabián,244.0,226.0
2007,valparaiso,san felipe,san felipe,249.0,237.0
2007,libertador general bernardo o'higgins,colchagua,san fernando,264.0,253.0
2007,biobío,ñuble,san ignacio,241.0,224.0
2007,maule,linares,san javier,252.0,238.0
2007,metropolitana,santiago,san joaquín,249.0,239.0
2007,metropolitana,cordillera,san josé de maipo,242.0,229.0
2007,los lagos,osorno,san juan de la costa,239.0,214.0
2007,metropolitana,santiago,san miguel,270.0,265.0
2007,biobío,ñuble,san nicolás,244.0,234.0
2007,los lagos,osorno,san pablo,251.0,239.0
2007,metropolitana,melipilla,san pedro,246.0,228.0
2007,antofagasta,el loa,san pedro de atacama,241.0,233.0
2007,biobío,concepción,san pedro de la paz,249.0,239.0
2007,maule,talca,san rafael,238.0,229.0
2007,metropolitana,santiago,san ramón,249.0,246.0
2007,biobío,biobío,san rosendo,244.0,225.0
2007,libertador general bernardo o'higgins,cachapoal,san vicente,259.0,250.0
2007,biobío,biobío,santa bárbara,241.0,222.0
2007,libertador general bernardo o'higgins,colchagua,santa cruz,269.0,254.0
2007,biobío,concepción,santa juana,239.0,228.0
2007,valparaiso,san felipe,santa maría,235.0,215.0
2007,metropolitana,santiago,santiago,273.0,267.0
2007,valparaiso,san antonio,santo domingo,264.0,254.0
2007,antofagasta,antofagasta,sierra gorda,248.0,241.0
2007,metropolitana,talagante,talagante,266.0,259.0
2007,maule,talca,talca,258.0,250.0
2007,biobío,concepción,talcahuano,254.0,247.0
2007,antofagasta,antofagasta,taltal,230.0,210.0
2007,la araucanía,cautín,temuco,263.0,251.0
2007,maule,curicó,teno,259.0,253.0
2007,la araucanía,cautín,teodoro schmidt,242.0,217.0
2007,atacama,copiapó,tierra amarilla,226.0,211.0
2007,metropolitana,chacabuco,til til,231.0,223.0
2007,biobío,arauco,tirúa,236.0,227.0
2007,antofagasta,tocopilla,tocopilla,230.0,217.0
2007,la araucanía,cautín,toltén,234.0,222.0
2007,biobío,concepción,tomé,268.0,262.0
2007,aysén del general carlos ibáñez del campo,capitán prat,tortel,254.0,235.0
2007,la araucanía,malleco,traiguén,252.0,241.0
2007,biobío,ñuble,treguaco,251.0,234.0
2007,biobío,biobío,tucapel,240.0,225.0
2007,los lagos,valdivia,valdivia,264.0,250.0
2007,atacama,huasco,vallenar,254.0,243.0
2007,valparaiso,valparaíso,valparaíso,247.0,239.0
2007,maule,curicó,vichuquén,242.0,230.0
2007,la araucanía,malleco,victoria,236.0,221.0
2007,coquimbo,elqui,vicuña,239.0,226.0
2007,la araucanía,cautín,vilcún,251.0,233.0
2007,maule,linares,villa alegre,231.0,220.0
2007,valparaiso,valparaíso,villa alemana,254.0,246.0
